Date,NFT Name,ITEM ,Method,Alpha Group,Mint/NFT Cost (ETH),Mint/NFT Cost ($),Gas Fee (ETH),Gas Fees ($),Listing Fee Total (ETH),Listing Fee Total ($),Cost of Trade (ETH),Sell Price (ETH),Breakeven,OS Fee,Royalty Fee,Total Fees (ETH),Initial + Fee (ETH),Eth Expect to Receive,Location,Type,Wallet,Transfer?
01/02/2022,,9268,Mint,NP,0.0690,$261.55,0.0099,$37.55,0.0305,$116.82,0.1094,0.1140,0.1164,2.5%,3.5%,0.0473,0.1163,0.1072,MM Wallet,NFT,Old Wallet,NO
01/02/2022,,9269,Mint,NP,0.0690,$261.55,0.0099,$37.55,0.0000,$0.00,0.0789,0.1230,0.0839,2.5%,3.5%,0.0173,0.0863,0.1156,MM Wallet,NFT,Old Wallet,NO
01/02/2022,,44,Mint,NP,0.0200,$24.35,0.0030,$3.61,0.0009,$1.11,0.0238,0.0730,0.0258,2.5%,5.0%,0.0093,0.0293,0.0675,MM Wallet,NFT,Old Wallet,NO
01/02/2022,,45,Mint,NP,0.0200,$24.35,0.0030,$3.61,0.0000,$0.00,0.0230,0.1190,0.0248,2.5%,5.0%,0.0119,0.0319,0.1101,MM Wallet,NFT,Old Wallet,NO
01/02/2022,,1,Mint,TW,0.0000,$0.00,0.0019,$2.36,0.0010,$1.21,0.0029,,0.0030,2.5%,0.0%,0.0029,0.0029,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
01/02/2022,,188,Secondary,NP,0.0250,$30.35,0.0041,$4.99,0.0008,$0.93,0.0299,0.0480,0.0306,2.5%,0.0%,0.0061,0.0311,0.0468,MM Wallet,NFT,Old Wallet,NO
01/02/2022,,1777,Mint,WP,0.0500,$60.89,0.0008,$0.96,0.0011,$1.28,0.0518,0.0780,0.0532,2.5%,0.0%,0.0038,0.0538,0.0761,MM Wallet,NFT,Ledger,
01/02/2022,,1776,Mint,WP,0.0500,$60.89,0.0008,$0.96,0.0000,$0.00,0.0508,0.0890,0.0521,2.5%,0.0%,0.0030,0.0530,0.0868,MM Wallet,NFT,Ledger,
01/02/2022,,1,Mint,WP,0.0000,$0.00,0.0021,$2.57,0.0000,$0.00,0.0021,,0.0023,2.5%,6.9%,0.0021,0.0021,0.0000,MM Wallet,NFT,Ledger,
01/02/2022,,1,Mint,TW,0.0000,$0.00,0.0019,$2.36,0.0010,$1.21,0.0029,,0.0030,2.5%,0.0%,0.0029,0.0029,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/02/2022,,1,Mint,TW,0.0000,$0.00,0.0018,$2.23,0.0007,$0.90,0.0025,,0.0026,2.5%,0.0%,0.0025,0.0025,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/02/2022,,1,Mint,TW,0.0000,$0.00,0.0018,$2.23,0.0007,$0.90,0.0025,,0.0026,2.5%,0.0%,0.0025,0.0025,0.0000,MM Wallet,NFT,Burner,NO
01/03/2022,,1338,Mint,AS,0.0000,$0.00,0.0028,$3.39,0.0000,$0.00,0.0028,,0.0031,2.5%,7.5%,0.0028,0.0028,0.0000,MM Wallet,NFT,Old Wallet,NO
01/03/2022,,2265,Mint,WP,0.0066,$7.99,0.0022,$2.68,0.0010,$1.25,0.0098,0.0134,0.0101,2.5%,0.0%,0.0035,0.0101,0.0131,MM Wallet,NFT,Old Wallet,NO
01/03/2022,,4,Mint,NP,0.0000,$0.00,0.0020,$2.36,0.0000,$0.00,0.0020,,0.0022,2.5%,10.0%,0.0020,0.0020,0.0000,MM Wallet,NFT,Ledger,
01/03/2022,,612,Mint,AS,0.0000,$0.00,0.0033,$3.94,0.0000,$0.00,0.0033,,0.0036,2.5%,7.5%,0.0033,0.0033,0.0000,MM Wallet,NFT,Burner,NO
01/04/2022,,939,Mint,WP,0.0071,$8.95,0.0034,$4.29,0.0014,$1.73,0.0119,0.0280,0.0122,2.5%,0.0%,0.0055,0.0126,0.0273,MM Wallet,NFT,Old Wallet,NO
01/04/2022,,473,Mint,WP,0.0071,$8.95,0.0034,$4.29,0.0000,$0.00,0.0105,0.0480,0.0108,2.5%,0.0%,0.0046,0.0117,0.0468,MM Wallet,NFT,Old Wallet,NO
01/04/2022,,467,Mint,WP,0.0071,$8.95,0.0034,$4.29,0.0000,$0.00,0.0105,0.0720,0.0108,2.5%,0.0%,0.0052,0.0123,0.0702,MM Wallet,NFT,Old Wallet,NO
01/04/2022,,427,Mint,WP,0.0071,$8.95,0.0034,$4.29,0.0000,$0.00,0.0105,0.0930,0.0108,2.5%,0.0%,0.0057,0.0129,0.0907,MM Wallet,NFT,Old Wallet,NO
01/04/2022,,2,Mint,NP,0.0030,$3.77,0.0006,$0.80,0.0011,$1.35,0.0047,,0.0052,2.5%,7.0%,0.0017,0.0047,0.0000,MM Wallet,NFT,Ledger,
01/04/2022,,2,Mint,NP,0.0030,$3.77,0.0006,$0.80,0.0000,$0.00,0.0036,,0.0040,2.5%,7.0%,0.0006,0.0036,0.0000,MM Wallet,NFT,Ledger,
01/04/2022,,2,Mint,NP,0.0030,$3.77,0.0006,$0.80,0.0000,$0.00,0.0036,,0.0040,2.5%,7.0%,0.0006,0.0036,0.0000,MM Wallet,NFT,Ledger,
01/04/2022,,2,Mint,NP,0.0030,$3.77,0.0006,$0.80,0.0000,$0.00,0.0036,,0.0040,2.5%,7.0%,0.0006,0.0036,0.0000,MM Wallet,NFT,Ledger,
01/04/2022,,4,Secondary,WP,0.0007,$0.86,0.0030,$3.76,0.0000,$0.00,0.0020,0.0000,0.0022,2.5%,10.0%,0.0020,0.0020,0.0000,MM Wallet,NFT,Ledger,
01/05/2022,,10,Secondary,NP,0.2570,$321.73,0.0034,$4.24,0.0010,$1.30,0.2614,,0.2695,2.5%,0.5%,0.0044,0.2614,0.0000,MM Wallet,NFT,Old Wallet,NO
01/05/2022,,6,Mint,WP,0.0060,$7.49,0.0016,$2.03,0.0000,$0.00,0.0076,,0.0078,2.5%,0.0%,0.0016,0.0076,0.0000,MM Wallet,NFT,Ledger,
01/05/2022,,6,Mint,WP,0.0060,$7.49,0.0016,$2.03,0.0000,$0.00,0.0076,,0.0078,2.5%,0.0%,0.0016,0.0076,0.0000,MM Wallet,NFT,Ledger,
01/05/2022,,4,2nd Market,WP,0.0072,$8.98,0.0045,$5.56,0.0000,$0.00,0.0020,0.0000,0.0022,2.5%,10.0%,0.0020,0.0020,0.0000,MM Wallet,NFT,Ledger,
01/05/2022,,4,Secondary,WP,0.0000,$0.00,0.0032,$3.95,0.0014,$1.77,0.0020,,0.0022,2.5%,10.0%,0.0020,0.0020,0.0000,MM Wallet,NFT,Ledger,
01/06/2022,,781,Mint,WP,0.0800,$101.27,0.0050,$6.36,0.0009,$1.20,0.0860,0.2490,0.0905,2.5%,2.5%,0.0184,0.0984,0.2366,MM Wallet,NFT,Old Wallet,NO
01/07/2022,,2,Mint,MK,0.0440,$55.66,0.0011,$1.41,0.0011,$1.38,0.0462,,0.0528,2.5%,10.0%,0.0022,0.0462,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
01/07/2022,,2,Mint,MK,0.0440,$55.66,0.0011,$1.41,0.0007,$0.92,0.0458,,0.0524,2.5%,10.0%,0.0018,0.0458,0.0000,MM Wallet,NFT,Old Wallet,NO
01/07/2022,,2,Mint,MK,0.0440,$55.66,0.0011,$1.41,0.0011,$1.38,0.0462,,0.0528,2.5%,10.0%,0.0022,0.0462,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/07/2022,,2,Mint,MK,0.0440,$55.66,0.0011,$1.41,0.0007,$0.92,0.0458,,0.0524,2.5%,10.0%,0.0018,0.0458,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/09/2022,,7340,Mint,NP,0.1500,$475.91,0.0129,$40.72,0.0100,$32.81,0.1729,0.1690,0.1975,2.5%,10.0%,0.0440,0.1940,0.1479,MM Wallet,NFT,Old Wallet,NO
01/09/2022,,7339,Mint,NP,0.1500,$475.91,0.0129,$40.72,0.0000,$0.00,0.1629,0.1780,0.1861,2.5%,10.0%,0.0351,0.1851,0.1558,MM Wallet,NFT,Old Wallet,NO
01/09/2022,,41,Mint,WP,0.1181,$156.65,0.0036,$4.74,0.0000,$0.00,0.1217,,0.1391,2.5%,10.0%,0.0036,0.1217,0.0000,MM Wallet,NFT,Ledger,
01/10/2022,,9199,Secondary,NP,0.1000,$120.04,0.0000,$0.00,0.0008,$0.91,0.1008,,0.1033,2.5%,0.0%,0.0008,0.1008,0.0000,MM Wallet,NFT,Ledger,
01/10/2022,,1543,Mint,NP,0.2000,$614.74,0.0256,$78.66,0.0000,$0.00,0.2256,0.2990,0.2507,2.5%,7.5%,0.0555,0.2555,0.2691,MM Wallet,NFT,Old Wallet,NO
01/10/2022,,48,Mint,TW,0.0440,$58.49,0.0033,$4.36,0.0016,$2.10,0.0489,0.0650,0.0528,2.5%,5.0%,0.0097,0.0537,0.0601,MM Wallet,NFT,Old Wallet,NO
01/10/2022,,11,Mint,MK,0.0330,$46.12,0.0040,$5.65,0.0000,$0.00,0.0370,,0.0423,2.5%,10.0%,0.0040,0.0370,0.0000,MM Wallet,NFT,Ledger,
01/12/2022,,3284,Mint,NP,0.0000,$0.00,0.0020,$2.78,0.0016,$2.43,0.0035,0.0130,0.0036,2.5%,0.0%,0.0039,0.0039,0.0127,MM Wallet,NFT,Ledger,
01/12/2022,,7,Mint,WP,0.0060,$8.50,0.0022,$3.11,0.0000,$0.00,0.0082,,0.0084,2.5%,0.0%,0.0022,0.0082,0.0000,MM Wallet,NFT,Ledger,
01/12/2022,,1,Airdrop,TW,0.0000,$0.00,0.0000,$0.00,0.0008,$1.19,0.0008,,0.0010,2.5%,10.0%,0.0008,0.0008,0.0000,MM Wallet,NFT,Ledger,
01/14/2022,,2274,Mint,NP,0.2500,$818.72,0.0352,$115.27,0.0136,$44.49,0.2988,1.7900,0.3415,2.5%,10.0%,0.2725,0.5225,1.5663,MM Wallet,NFT,Old Wallet,NO
01/14/2022,,2273,Mint,NP,0.2500,$818.72,0.0352,$115.27,0.0000,$0.00,0.2852,1.9870,0.3259,2.5%,10.0%,0.2836,0.5336,1.7386,MM Wallet,NFT,Old Wallet,NO
01/14/2022,,2,Airdrop,MK,0.0000,$0.00,0.0037,$5.68,0.0000,$0.00,0.0037,,0.0038,2.5%,0.0%,0.0037,0.0037,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
01/14/2022,,5,Mint,NP,0.0000,$0.00,0.0020,$3.07,0.0000,$0.00,0.0020,,0.0023,2.5%,10.0%,0.0020,0.0020,0.0000,MM Wallet,NFT,Ledger,
01/14/2022,,6,Mint,NP,0.0000,$0.00,0.0019,$2.95,0.0000,$0.00,0.0019,,0.0022,2.5%,10.0%,0.0019,0.0019,0.0000,MM Wallet,NFT,Ledger,
01/14/2022,,2,Airdrop,MK,0.0000,$0.00,0.0037,$5.68,0.0000,$0.00,0.0037,,0.0038,2.5%,0.0%,0.0037,0.0037,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/16/2022,,1,Mint,YT,0.0690,$231.29,0.0098,$32.76,0.0000,$0.00,0.0788,,0.0852,2.5%,5.0%,0.0098,0.0788,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
01/16/2022,,346,Mint,TW,0.0000,$0.00,0.0033,$5.10,0.0012,$1.88,0.0045,0.4900,0.0046,2.5%,0.0%,0.0168,0.0168,0.4778,MM Wallet,NFT,Old Wallet,NO
01/16/2022,,1,Mint,YT,0.0690,$231.29,0.0098,$32.76,0.0000,$0.00,0.0788,,0.0852,2.5%,5.0%,0.0098,0.0788,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/17/2022,,2,Mint,MK,0.0500,$79.03,0.0065,$10.22,0.0000,$0.00,0.0565,0.0000,0.0579,2.5%,0.0%,0.0065,0.0565,0.0000,MM Wallet,NFT,Ledger,Transfer Sent
01/17/2022,,2,Mint,MK,0.0500,$79.01,0.0017,$2.61,0.0015,$2.33,0.0531,,0.0545,2.5%,0.0%,0.0031,0.0531,0.0000,MM Wallet,NFT,Ledger,
01/17/2022,,2,Mint,MK,0.0500,$79.01,0.0017,$2.61,0.0000,$0.00,0.0517,,0.0530,2.5%,0.0%,0.0017,0.0517,0.0000,MM Wallet,NFT,Ledger,
01/17/2022,,2,Mint,NP,0.0000,$0.00,0.0040,$6.29,0.0000,$0.00,0.0040,,0.0041,2.5%,0.6%,0.0040,0.0040,0.0000,MM Wallet,NFT,Ledger,
01/19/2022,,1,Mint,MK,0.0067,$10.22,0.0034,$5.16,0.0000,$0.00,0.0100,,0.0107,2.5%,4.2%,0.0034,0.0100,0.0000,MM Wallet,NFT,Ledger,
01/20/2022,,3641,Mint,NP,0.0880,$286.06,0.0198,$64.44,0.0046,$14.91,0.1124,1.9280,0.1249,2.5%,7.5%,0.2172,0.3052,1.7352,MM Wallet,NFT,Old Wallet,NO
01/20/2022,,2,Mint,WP,0.0000,$0.00,0.0036,$5.96,0.0000,$0.00,0.0036,0.0000,0.0038,2.5%,2.5%,0.0036,0.0036,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
01/20/2022,,4,Mint,MK,0.0000,$0.00,0.0045,$7.29,0.0000,$0.00,0.0045,,0.0051,2.5%,10.0%,0.0045,0.0045,0.0000,MM Wallet,NFT,Ledger,
01/20/2022,,2,Mint,WP,0.0000,$0.00,0.0025,$4.23,0.0000,$0.00,0.0025,,0.0027,2.5%,2.5%,0.0025,0.0025,0.0000,MM Wallet,NFT,Ledger,
01/20/2022,,2,Mint,WP,0.0000,$0.00,0.0034,$5.68,0.0000,$0.00,0.0034,,0.0036,2.5%,2.5%,0.0034,0.0034,0.0000,MM Wallet,NFT,Ledger,
01/20/2022,,2,Mint,WP,0.0000,$0.00,0.0036,$5.96,0.0000,$0.00,0.0036,,0.0038,2.5%,2.5%,0.0036,0.0036,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/21/2022,,1,Mint,MK,0.0069,$11.44,0.0029,$4.82,0.0000,$0.00,0.0098,0.0000,0.0101,2.5%,0.0%,0.0029,0.0098,0.0000,MM Wallet,NFT,Old Wallet,Transfer Sent
01/21/2022,,1,Mint,MK,0.0500,$82.62,0.0023,$3.82,0.0000,$0.00,0.0523,,0.0634,2.5%,15.0%,0.0023,0.0523,0.0000,MM Wallet,NFT,Ledger,
01/21/2022,,11,Mint,MK,0.0169,$28.02,0.0022,$3.71,0.0000,$0.00,0.0191,,0.0219,2.5%,10.0%,0.0022,0.0191,0.0000,MM Wallet,NFT,Ledger,
01/21/2022,,1,Mint,MK,0.0069,$11.44,0.0029,$4.82,0.0000,$0.00,0.0098,,0.0101,2.5%,0.0%,0.0029,0.0098,0.0000,MM Wallet,NFT,Ledger,Transfer Received
01/22/2022,,24,Mint,MK,0.0044,$719.00,0.0021,$3.50,0.0000,$0.00,0.0065,,0.0075,2.5%,10.0%,0.0021,0.0065,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,13470,Mint,MK,0.0000,$0.00,0.0032,$5.22,0.0000,$0.00,0.0032,,0.0036,2.5%,10.0%,0.0032,0.0032,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,114,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0010,$1.53,0.0012,,0.0012,2.5%,0.0%,0.0012,0.0012,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,115,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,116,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,117,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,118,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,119,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,120,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,121,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,122,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,123,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,124,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,125,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,126,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,127,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,128,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,129,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,130,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,131,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,132,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,133,Mint,MK,0.0000,$0.00,0.0002,$0.31,0.0000,$0.00,0.0002,,0.0002,2.5%,0.0%,0.0002,0.0002,0.0000,MM Wallet,NFT,Ledger,
01/23/2022,,12,Mint,MK,0.0700,$114.20,0.0025,$4.12,0.0007,$1.13,0.0732,,0.0837,2.5%,10.0%,0.0032,0.0732,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,1,Mint,MK,0.0060,$9.65,0.0031,$4.99,0.0013,$2.34,0.0104,0.0000,0.0113,2.5%,5.0%,0.0044,0.0104,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,2,Mint,MK,0.0666,$103.64,0.0028,$4.52,0.0000,$0.00,0.0694,,0.0793,2.5%,10.0%,0.0028,0.0694,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,2,Mint,MK,0.0000,$0.00,0.0031,$4.90,0.0011,$1.76,0.0042,0.0290,0.0045,2.5%,4.2%,0.0061,0.0061,0.0271,MM Wallet,NFT,Ledger,
01/24/2022,,5,Mint,MK,0.0088,$14.10,0.0007,$1.17,0.0000,$0.00,0.0095,0.0000,0.0109,2.5%,10.0%,0.0007,0.0095,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,5,Mint,MK,0.0088,$14.10,0.0007,$1.17,0.0000,$0.00,0.0095,0.0000,0.0109,2.5%,10.0%,0.0007,0.0095,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,5,Mint,MK,0.0088,$14.10,0.0007,$1.17,0.0000,$0.00,0.0095,0.0000,0.0109,2.5%,10.0%,0.0007,0.0095,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,5,Mint,MK,0.0088,$14.10,0.0007,$1.17,0.0000,$0.00,0.0095,0.0000,0.0109,2.5%,10.0%,0.0007,0.0095,0.0000,MM Wallet,NFT,Ledger,
01/24/2022,,5,Mint,MK,0.0088,$14.10,0.0007,$1.17,0.0000,$0.00,0.0095,0.0000,0.0109,2.5%,10.0%,0.0007,0.0095,0.0000,MM Wallet,NFT,Ledger,
01/27/2022,,3,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,6.9%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
01/27/2022,,8,Airdrop,MK,0.0000,$0.00,0.0000,$0.00,0.0000,$0.00,0.0000,,0.0000,2.5%,6.9%,0.0000,0.0000,0.0000,MM Wallet,NFT,Ledger,
01/27/2022,,6,Mint,MK,0.0000,$0.00,0.0026,$4.14,0.0000,$0.00,0.0026,,0.0030,2.5%,10.0%,0.0026,0.0026,0.0000,MM Wallet,NFT,Ledger,
01/28/2022,,1683,Mint,NP,0.0900,$230.99,0.0177,$45.45,0.0054,$13.78,0.1131,0.1750,0.1222,2.5%,5.0%,0.0362,0.1262,0.1619,MM Wallet,NFT,Old Wallet,NO
01/28/2022,,2080,Mint,NP,0.0900,$230.99,0.0100,$25.85,0.0000,$0.00,0.1000,0.2000,0.1081,2.5%,5.0%,0.0250,0.1150,0.1850,MM Wallet,NFT,Old Wallet,NO
01/28/2022,,2079,Mint,NP,0.0900,$230.99,0.0100,$25.85,0.0000,$0.00,0.1000,0.1980,0.1081,2.5%,5.0%,0.0249,0.1149,0.1832,MM Wallet,NFT,Old Wallet,NO
01/30/2022,,2,Mint,MK,0.0007,$1.08,0.0011,$1.67,0.0000,$0.00,0.0018,,0.0020,2.5%,10.0%,0.0011,0.0018,0.0000,MM Wallet,NFT,Ledger,
01/30/2022,,2,Mint,MK,0.0007,$1.08,0.0011,$1.67,0.0000,$0.00,0.0018,,0.0020,2.5%,10.0%,0.0011,0.0018,0.0000,MM Wallet,NFT,Ledger,
02/01/2022,,4942,Mint,NP,0.2500,$695.46,0.0560,$156.83,0.0163,$45.23,0.3223,0.4188,0.3683,2.5%,10.0%,0.1246,0.3746,0.3665,MM Wallet,NFT,Old Wallet,NO
02/01/2022,,1,Mint,NP,0.2500,$695.46,0.0560,$156.83,0.0000,$0.00,0.3060,0.5480,0.3497,2.5%,10.0%,0.1245,0.3745,0.4795,MM Wallet,NFT,Old Wallet,NO
